"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2026-01-01 ~ 2026-06-21"
"실거래구분 : 아파트(매매)"
"주소구분 : 지번주소"
"시도 : 세종특별자치시"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","본번","부번","단지명","전용면적(㎡)","계약년월","계약일","거래금액(만원)","동","층","매수자","매도자","건축년도","도로명","해제사유발생일","거래유형","중개사소재지","등기일자"
"79","세종특별자치시  새롬동","554","0554","0000","새뜸마을4단지(캐슬파밀리에)","84.9434","202606","10","62,000","-","3","개인","개인","2017","새롬북로 13","-","중개거래","세종","-"
"80","세종특별자치시  반곡동","1035","1035","0000","수루배마을6단지","59.9000","202606","10","37,000","-","11","개인","개인","2019","시청대로 598","-","중개거래","세종","-"
"81","세종특별자치시  아름동","1277","1277","0000","대우푸르지오(10단지)","84.9375","202606","10","49,000","-","6","개인","개인","2014","달빛로 211","-","중개거래","세종","-"
"82","세종특별자치시  다정동","964","0964","0000","가온마을4단지","84.9900","202606","10","76,500","-","10","개인","개인","2019","다정중앙로 19","-","중개거래","세종","-"
"83","세종특별자치시  다정동","964","0964","0000","가온마을4단지","84.9900","202606","10","75,500","-","11","개인","개인","2019","다정중앙로 19","-","중개거래","세종","-"
"84","세종특별자치시  산울동","259","0259","0000","산울마을2단지(세종자이더시티)","84.9369","202606","10","70,000","-","18","개인","개인","2024","산울3로 45","-","중개거래","세종","-"
"85","세종특별자치시  고운동","1393","1393","0000","가락마을15단지(중흥파크뷰)","73.9816","202606","10","39,500","-","11","개인","개인","2015","마음안로 190","-","중개거래","세종","-"
"86","세종특별자치시  해밀동","635","0635","0000","해밀마을2단지","112.3000","202606","10","82,000","-","8","개인","개인","2020","해밀3로 90","-","중개거래","세종","-"
"87","세종특별자치시  한솔동","974","0974","0000","첫마을6단지(힐스테이트)","114.1400","202606","10","56,000","-","1","개인","개인","2012","누리로 28","-","중개거래","세종","-"
"88","세종특별자치시  해밀동","649","0649","0000","해밀마을1단지","84.8400","202606","10","70,000","-","1","개인","개인","2020","해밀3로 32","-","중개거래","세종","-"
"89","세종특별자치시  도담동","685","0685","0000","도램마을2단지(웅진스타클래스)","59.9900","202606","10","40,200","-","16","개인","개인","2014","다솜1로 164","-","중개거래","세종","-"
"90","세종특별자치시  아름동","1339","1339","0000","범지기마을1단지(한양수자인에듀센텀)","84.9140","202606","10","59,000","-","6","개인","개인","2015","절재로 13","-","중개거래","세종","-"
"91","세종특별자치시  다정동","953","0953","0000","가온마을2단지","84.9020","202606","10","64,000","-","7","개인","개인","2018","다정북로 110","-","중개거래","세종","-"
"92","세종특별자치시  어진동","548","0548","0000","세종리슈빌S","19.3525","202606","10","11,900","-","8","개인","개인","2014","한누리대로 496","-","중개거래","세종","-"
"93","세종특별자치시  새롬동","558","0558","0000","새뜸마을10단지(더샵힐스테이트)","59.9331","202606","10","56,300","-","2","개인","개인","2017","새롬중앙로 90","-","중개거래","세종","-"
"94","세종특별자치시  나성동","714","0714","0000","에스알파크","35.1933","202606","09","11,150","-","6","개인","개인","2014","한누리대로 205","-","중개거래","세종","-"
"95","세종특별자치시  고운동","1390","1390","0000","가락마을21단지(에듀포레)","99.9434","202606","09","49,900","-","22","개인","개인","2015","마음안로 221","-","중개거래","세종","-"
"96","세종특별자치시  고운동","1409","1409","0000","가락마을11단지(중흥에듀카운티)","84.9837","202606","09","44,000","-","6","개인","개인","2016","마음로 152","-","중개거래","세종","-"
"97","세종특별자치시  소담동","539","0539","0000","새샘마을7단지","105.3612","202606","09","121,000","-","42","개인","개인","2020","소담8로 6","-","중개거래","세종, 충북 청주시 흥덕구","-"
"98","세종특별자치시  다정동","960","0960","0000","가온마을1단지(힐스테이트)","84.9576","202606","09","64,000","-","2","개인","개인","2018","다정남로 22","-","중개거래","세종","-"
"99","세종특별자치시  조치원읍 죽림리","396","0396","0000","조치원죽림자이","84.6682","202606","08","26,500","-","9","개인","개인","2008","도원로 16","-","중개거래","세종","-"
"100","세종특별자치시  한솔동","974","0974","0000","첫마을6단지(힐스테이트)","84.1800","202606","08","44,000","-","9","개인","개인","2012","누리로 27","-","중개거래","세종","-"
"101","세종특별자치시  새롬동","599","0599","0000","새뜸마을2단지(메이저시티)","59.9602","202606","08","53,000","-","10","개인","개인","2017","새롬남로 17","-","중개거래","세종","-"
"102","세종특별자치시  대평동","700","0700","0000","해들마을5단지","59.9200","202606","08","41,300","-","6","개인","개인","2019","대평로 56","-","중개거래","세종","-"
"103","세종특별자치시  해밀동","635","0635","0000","해밀마을2단지","112.3000","202606","08","82,000","-","9","개인","개인","2020","해밀3로 90","-","중개거래","세종","-"
"104","세종특별자치시  도담동","627","0627","0000","엘가에코힐(도램마을5단지)","59.8808","202606","08","44,700","-","15","개인","개인","2015","다솜1로 220","-","중개거래","세종","-"
"105","세종특별자치시  조치원읍 신안리","35-3","0035","0003","유니빌","28.1680","202606","08","3,500","-","4","개인","개인","2002","신안새동네길 26-10","-","중개거래","세종","26.06.10"
"106","세종특별자치시  고운동","1401","1401","0000","가락마을13단지(대광로제비앙)","59.6550","202606","08","33,100","-","6","개인","개인","2015","마음로 182","20260615","중개거래","세종","-"
"107","세종특별자치시  집현동","1181","1181","0000","새나루마을11단지세종어울림파밀리에센트럴","74.9200","202606","08","56,650","-","20","개인","개인","2021","집현서2로 84","-","중개거래","세종","-"
"108","세종특별자치시  종촌동","640","0640","0000","가재마을4단지(센트레빌)","74.9800","202606","08","41,700","-","10","개인","개인","2015","도움3로 160","-","중개거래","세종","-"
"109","세종특별자치시  종촌동","690","0690","0000","가재마을5단지","59.9383","202606","08","39,300","-","5","개인","개인","2014","도움1로 105","-","직거래","-","-"
"110","세종특별자치시  고운동","1401","1401","0000","가락마을13단지(대광로제비앙)","59.6550","202606","08","33,100","-","6","개인","개인","2015","마음로 182","-","중개거래","세종","-"
"111","세종특별자치시  나성동","827","0827","0000","나릿재마을5단지","99.9109","202606","08","87,500","-","9","개인","개인","2021","나성북1로 23","-","중개거래","세종","-"
"112","세종특별자치시  조치원읍 죽림리","396","0396","0000","조치원죽림자이","84.6641","202606","08","23,800","-","2","개인","개인","2008","도원로 16","-","중개거래","세종","-"
"113","세종특별자치시  소담동","586","0586","0000","새샘마을6단지(한신더휴펜타힐스)","59.9200","202606","07","47,500","-","22","개인","개인","2017","남세종로 302","-","중개거래","세종","-"
"114","세종특별자치시  소담동","521","0521","0000","새샘마을9단지(중흥S클래스리버뷰)","84.9779","202606","07","73,500","908동","24","개인","법인","2016","국책연구원1로 15","-","중개거래","세종","26.06.08"
"115","세종특별자치시  소담동","586","0586","0000","새샘마을6단지(한신더휴펜타힐스)","59.9500","202606","07","43,000","-","16","개인","개인","2017","남세종로 302","-","중개거래","세종","-"
"116","세종특별자치시  조치원읍 남리","456","0456","0000","다원파크리안","83.2560","202606","07","18,500","-","13","개인","개인","2003","산책2길 8","-","중개거래","세종","-"
"117","세종특별자치시  다정동","918","0918","0000","가온마을6단지","84.9837","202606","07","72,000","-","14","개인","개인","2018","다정중앙로 77","-","중개거래","세종","-"
"118","세종특별자치시  고운동","1409","1409","0000","가락마을11단지(중흥에듀카운티)","59.9907","202606","07","34,000","-","9","개인","개인","2016","마음로 152","-","중개거래","세종","-"
"119","세종특별자치시  집현동","1191","1191","0000","새나루마을2단지세종하늘채센트레빌","59.7300","202606","07","40,300","-","5","개인","개인","2021","집현서로 15","-","중개거래","세종","-"
"120","세종특별자치시  반곡동","851","0851","0000","수루배마을1단지","96.9250","202606","06","80,000","-","22","개인","개인","2019","반곡로 14","-","중개거래","세종","-"
"121","세종특별자치시  어진동","520","0520","0000","한뜰마을4단지(한신더휴리저브2)","84.6373","202606","06","76,000","-","16","개인","개인","2022","다솜1로 9","-","중개거래","세종","-"
"122","세종특별자치시  해밀동","649","0649","0000","해밀마을1단지","84.6500","202606","06","75,000","-","6","개인","개인","2020","해밀3로 32","-","중개거래","세종","-"
"123","세종특별자치시  새롬동","558","0558","0000","새뜸마을10단지(더샵힐스테이트)","84.9032","202606","06","93,000","-","16","개인","개인","2017","새롬중앙로 90","-","중개거래","세종","-"
"124","세종특별자치시  반곡동","897","0897","0000","수루배마을2단지","59.2240","202606","06","43,800","-","7","개인","개인","2019","반곡1길 9","-","중개거래","세종","-"
