"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2026-01-01 ~ 2026-06-22"
"실거래구분 : 아파트(전월세)"
"주소구분 : 지번주소"
"시도 : 대구광역시"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","본번","부번","단지명","전월세구분","전용면적(㎡)","계약년월","계약일","보증금(만원)","월세금(만원)","층","건축년도","도로명","계약기간","계약구분","갱신요구권 사용","종전계약 보증금(만원)","종전계약 월세(만원)","주택유형"
"9295","대구광역시 동구 신천동","1503","1503","0000","신천자이","전세","84.9061","202603","02","25,000","0","21","2013","신암로16길 25","202606~202806","신규","-","","","아파트"
"9296","대구광역시 동구 신천동","630","0630","0000","신천주공2","월세","84.9100","202603","02","2,000","70","15","1998","국채보상로155길 54","202603~202803","신규","-","","","아파트"
"9297","대구광역시 수성구 만촌동","1429-5","1429","0005","메트로팔레스5","월세","74.9100","202603","02","2,000","115","6","2003","동원로 100","202603~202803","신규","-","","","아파트"
"9298","대구광역시 북구 태전동","496-7","0496","0007","태전역더뉴클래스2차","월세","22.2388","202603","02","3,000","35","7","2020","칠곡중앙대로 225","202603~202703","신규","-","","","아파트"
"9299","대구광역시 북구 태전동","1065-1","1065","0001","칠곡관음타운","월세","59.7800","202603","02","1,000","50","8","1995","영송로 63","202604~202803","신규","-","","","아파트"
"9300","대구광역시 북구 태전동","205-1","0205","0001","평안맨션","전세","59.8800","202603","02","10,000","0","3","1995","태전로1길 21","202604~202804","신규","-","","","아파트"
"9301","대구광역시 북구 노원동1가","530","0530","0000","북구청역푸르지오에듀포레","전세","84.9591","202603","02","30,000","0","17","2024","침산남로 30","202605~202805","신규","-","","","아파트"
"9302","대구광역시 서구 중리동","72","0072","0000","시영2","전세","59.1000","202603","02","9,500","0","1","1985","국채보상로38길 32","202603~202803","신규","-","","","아파트"
"9303","대구광역시 수성구 상동","555","0555","0000","수성동일하이빌레이크시티","전세","118.7664","202603","02","50,000","0","1","2009","수성로 71","202604~202804","신규","-","","","아파트"
"9304","대구광역시 북구 동변동","679","0679","0000","주공그린빌8","월세","46.2000","202603","02","1,000","45","1","2002","동변로 55","202603~202803","신규","-","","","아파트"
"9305","대구광역시 달서구 이곡동","1189-2","1189","0002","성서동서서한","월세","49.2600","202603","02","1,000","50","9","1994","선원로 100","202603~202803","신규","-","","","아파트"
"9306","대구광역시 달서구 두류동","141-13","0141","0013","동흥센트럴파크","월세","25.7800","202603","02","200","26","6","2012","두류공원로50길 29","202603~202703","신규","-","","","아파트"
"9307","대구광역시 동구 용계동","492-1","0492","0001","용계역푸르지오아츠베르2단지","월세","99.9900","202603","02","5,000","100","4","2023","화랑로108길 46","202604~202804","신규","-","","","아파트"
"9308","대구광역시 달서구 이곡동","1306-4","1306","0004","한빛마을(성서주공3차)","월세","59.9900","202603","02","1,000","54","18","1998","선원남로 99","202603~202703","갱신","-","1,000","54","아파트"
"9309","대구광역시 북구 구암동","655-3","0655","0003","칠곡2동서타운","월세","39.8700","202603","02","500","40","12","1996","구암로32길 22","202604~202804","신규","-","","","아파트"
"9310","대구광역시 수성구 황금동","986","0986","0000","힐스테이트황금엘포레","전세","84.9652","202603","02","35,000","0","8","2022","청솔로 16","202603~202803","신규","-","","","아파트"
"9311","대구광역시 수성구 황금동","365","0365","0000","캐슬골드파크5단지","월세","84.9700","202603","02","10,000","80","9","2006","청수로 214","202605~202805","신규","-","","","아파트"
"9312","대구광역시 수성구 황금동","986","0986","0000","힐스테이트황금엘포레","전세","84.9828","202603","02","43,000","0","4","2022","청솔로 16","202606~202806","신규","-","","","아파트"
"9313","대구광역시 동구 신암동","766","0766","0000","신암뜨란채","월세","84.9500","202603","02","2,000","80","7","2005","아양로7길 12","202603~202803","신규","-","","","아파트"
"9314","대구광역시 수성구 시지동","462-2","0462","0002","대백","월세","59.4500","202603","02","1,000","53","10","1992","달구벌대로625길 21","202604~202804","신규","-","","","아파트"
"9315","대구광역시 수성구 신매동","570","0570","0000","시지삼주한라협화","월세","59.8800","202603","02","1,000","53","2","1994","신매로 91","202603~202803","신규","-","","","아파트"
"9316","대구광역시 동구 봉무동","1537","1537","0000","협성휴포레이시아폴리스","전세","84.9290","202603","02","29,000","0","8","2018","팔공로 260","202605~202805","신규","-","","","아파트"
"9317","대구광역시 달서구 상인동","1474","1474","0000","한양은하","월세","55.8000","202603","01","1,000","40","4","1989","상화북로 137","202603~202702","신규","-","","","아파트"
"9318","대구광역시 수성구 수성동1가","818","0818","0000","수성롯데캐슬THEFIRST","전세","84.9746","202603","01","43,000","0","18","2015","수성로69길 41","202605~202902","신규","-","","","아파트"
"9319","대구광역시 수성구 수성동1가","613","0613","0000","신세계타운","전세","134.7900","202603","01","35,000","0","15","1989","신천동로 320","202604~202804","신규","-","","","아파트"
"9320","대구광역시 수성구 수성동1가","894","0894","0000","수성자이르네","전세","59.9517","202603","01","30,000","0","9","2024","수성로 295","202604~202804","신규","-","","","아파트"
"9321","대구광역시 중구 태평로3가","211-1","0211","0001","힐스테이트대구역퍼스트2차","전세","84.6679","202603","01","25,500","0","18","2025","태평로 101","202604~202804","신규","-","","","아파트"
"9322","대구광역시 중구 태평로3가","221-5","0221","0005","힐스테이트대구역퍼스트","전세","84.9979","202603","01","22,800","0","13","2025","태평로 100","202604~202804","신규","-","","","아파트"
"9323","대구광역시 중구 태평로3가","221-5","0221","0005","힐스테이트대구역퍼스트","전세","84.7934","202603","01","22,800","0","12","2025","태평로 100","202603~202803","신규","-","","","아파트"
"9324","대구광역시 중구 태평로3가","211-1","0211","0001","힐스테이트대구역퍼스트2차","전세","84.7934","202603","01","25,500","0","5","2025","태평로 101","202603~202803","신규","-","","","아파트"
"9325","대구광역시 중구 태평로3가","211-1","0211","0001","힐스테이트대구역퍼스트2차","전세","84.7934","202603","01","22,800","0","24","2025","태평로 101","202604~202804","신규","-","","","아파트"
"9326","대구광역시 북구 침산동","1761","1761","0000","침산화성파크드림","전세","59.9763","202603","01","24,150","0","35","2017","성북로 70","202603~202803","갱신","사용","23,000","0","아파트"
"9327","대구광역시 수성구 범어동","238-46","0238","0046","우방3차범어타운","월세","84.9350","202603","01","2,000","110","2","1984","달구벌대로492길 12","202604~202803","신규","-","","","아파트"
"9328","대구광역시 수성구 범어동","800-11","0800","0011","우방크로바","월세","67.9525","202603","01","500","50","5","1982","청솔로 126","202603~202802","신규","-","","","아파트"
"9329","대구광역시 북구 태전동","1212","1212","0000","매천역더뉴클래스","전세","49.4627","202603","01","14,000","0","3","2017","학정로 17-26","202606~202806","신규","-","","","아파트"
"9330","대구광역시 수성구 범어동","179","0179","0000","두산위브더제니스","전세","204.0727","202603","01","100,000","0","17","2009","달구벌대로 2435","202603~202803","신규","-","","","아파트"
"9331","대구광역시 수성구 황금동","986","0986","0000","힐스테이트황금엘포레","월세","84.9828","202603","01","5,000","165","11","2022","청솔로 16","202604~202804","신규","-","","","아파트"
"9332","대구광역시 수성구 황금동","365","0365","0000","캐슬골드파크4단지","월세","116.8200","202603","01","4,000","210","7","2006","청수로 261","202603~202803","신규","-","","","아파트"
"9333","대구광역시 동구 신암동","1903","1903","0000","동대구역센텀화성파크드림","전세","75.8737","202603","01","29,000","0","7","2025","아양로 133","202605~202805","신규","-","","","아파트"
"9334","대구광역시 동구 지묘동","215","0215","0000","팔공보성1차","월세","59.8500","202603","01","1,000","50","13","1994","팔공로 489","202605~202804","신규","-","","","아파트"
"9335","대구광역시 중구 남산동","2937-1","2937","0001","남산그린타운","월세","53.4089","202603","01","1,000","75","4","2005","달구벌대로 1950","202603~202802","신규","-","","","아파트"
"9336","대구광역시 수성구 범어동","179","0179","0000","두산위브더제니스","전세","129.0208","202603","01","83,000","0","19","2009","달구벌대로 2435","202606~202806","신규","-","","","아파트"
"9337","대구광역시 수성구 범어동","179","0179","0000","두산위브더제니스","전세","129.0208","202603","01","83,000","0","19","2009","달구벌대로 2435","202606~202806","갱신","-","83,000","0","아파트"
"9338","대구광역시 달서구 본리동","644-2","0644","0002","대아(644-2)","월세","51.7450","202603","01","200","30","1","1981","구마로9길 30","202603~202702","신규","-","","","아파트"
"9339","대구광역시 서구 비산동","3446","3446","0000","힐스테이트서대구역센트럴","월세","84.9485","202603","01","2,000","78","22","2025","달서천로53길 6","202604~202804","신규","-","","","아파트"
"9340","대구광역시 서구 비산동","3446","3446","0000","힐스테이트서대구역센트럴","월세","84.8617","202603","01","2,000","84","22","2025","달서천로53길 6","202603~202803","신규","-","","","아파트"
"9341","대구광역시 서구 비산동","3446","3446","0000","힐스테이트서대구역센트럴","월세","84.8617","202603","01","2,000","84","21","2025","달서천로53길 6","202604~202804","신규","-","","","아파트"
"9342","대구광역시 중구 상서동","17","0017","0000","중앙시티라이프","월세","26.4500","202603","01","300","48","6","1990","국채보상로 543","202603~202702","신규","-","","","아파트"
"9343","대구광역시 북구 관음동","1370","1370","0000","칠곡한양2","전세","59.8200","202603","01","12,000","0","11","1993","구암로 17","202604~202803","갱신","사용","15,000","0","아파트"
"9344","대구광역시 동구 봉무동","1539-6","1539","0006","로하스이시아","월세","56.9944","202603","01","1,000","75","4","2024","팔공로51길 15-15","202603~202802","신규","-","","","아파트"
"9345","대구광역시 남구 대명동","3079","3079","0000","힐스테이트대명센트럴(101,102동)","전세","84.5272","202603","01","29,000","0","10","2024","대명로 256","202605~202805","신규","-","","","아파트"
"9346","대구광역시 동구 신암동","67","0067","0000","보성2차","월세","67.1900","202603","01","1,000","40","4","1988","아양로49길 77","202603~202802","신규","-","","","아파트"
"9347","대구광역시 북구 서변동","1795","1795","0000","동서변월드메르디앙","월세","59.9600","202603","01","2,000","60","4","2005","서변로 26","202603~202803","신규","-","","","아파트"
"9348","대구광역시 서구 평리동","632-9","0632","0009","서대구KTX영무예다음","월세","84.4481","202603","01","2,000","95","4","2023","당산로 446","202604~202804","갱신","사용","2,000","90","아파트"
"9349","대구광역시 수성구 시지동","591","0591","0000","수성알파시티동화아이위시","월세","84.9478","202603","01","3,000","160","16","2019","알파시티2로 48","202603~202803","신규","-","","","아파트"
"9350","대구광역시 동구 신암동","1903","1903","0000","동대구역센텀화성파크드림","전세","75.8737","202603","01","29,000","0","7","2025","아양로 133","202605~202805","신규","-","","","아파트"
"9351","대구광역시 북구 학정동","982","0982","0000","칠곡2차한라하우젠트","전세","84.9803","202603","01","29,000","0","2","2007","학정동로 40","202603~202704","신규","-","","","아파트"
"9352","대구광역시 달서구 두류동","2348","2348","0000","두류파크KCC스위첸","월세","75.9600","202603","01","3,000","80","15","2023","파도고개로 70","202604~202803","신규","-","","","아파트"
"9353","대구광역시 달서구 감삼동","707","0707","0000","빌리브스카이주상복합","전세","84.8866","202603","01","37,500","0","37","2022","와룡로 186","202603~202802","갱신","사용","36,000","0","아파트"
"9354","대구광역시 동구 신서동","823-7","0823","0007","신서그린빌","월세","59.8231","202603","01","1,000","55","11","2001","반야월북로 251","202603~202804","신규","-","","","아파트"
"9355","대구광역시 동구 신서동","625-4","0625","0004","더뉴클래스","월세","18.6384","202603","01","500","40","5","2012","안심로73길 12-4","202603~202702","신규","-","","","아파트"
"9356","대구광역시 수성구 중동","662","0662","0000","수성푸르지오리버센트","월세","84.9976","202603","01","3,000","145","5","2024","수성로35길 50","202603~202803","신규","-","","","아파트"
"9357","대구광역시 북구 칠성동2가","723","0723","0000","칠성동코오롱하늘채","월세","84.9778","202603","01","2,000","100","6","2014","중앙대로 540","202604~202707","신규","-","","","아파트"
"9358","대구광역시 동구 방촌동","1102-2","1102","0002","강변1","전세","65.5500","202603","01","10,000","0","3","1989","동촌로54길 13","202603~202803","신규","-","","","아파트"
"9359","대구광역시 수성구 파동","1009","1009","0000","수성해모로하이엔","월세","59.2388","202603","01","2,000","90","9","2024","파동로 47","202603~202803","신규","-","","","아파트"
"9360","대구광역시 남구 봉덕동","1652","1652","0000","앞산비스타동원","전세","84.9734","202603","01","29,000","0","4","2021","신촌길 57","202605~202805","신규","-","","","아파트"
"9361","대구광역시 동구 효목동","569","0569","0000","멤피스빌","월세","75.0000","202603","01","6,000","30","9","2003","효목로 52","202603~202802","갱신","-","8,000","20","아파트"
"9362","대구광역시 동구 괴전동","655","0655","0000","안심역삼정그린코아더베스트","전세","84.6731","202603","01","22,000","0","5","2021","반야월북로 355","202604~202804","갱신","사용","21,000","0","아파트"
"9363","대구광역시 달서구 용산동","414-4","0414","0004","성서6주공","월세","49.9500","202603","01","3,000","30","9","1998","성지로 35","202603~202803","신규","-","","","아파트"
"9364","대구광역시 북구 검단동","887-8","0887","0008","유성청구","월세","47.4900","202603","01","500","40","9","1992","검단로 115","202603~202803","신규","-","","","아파트"
"9365","대구광역시 북구 복현동","694","0694","0000","복현푸르지오","월세","84.9989","202603","01","2,000","90","12","2013","동북로 345","202604~202803","신규","-","","","아파트"
"9366","대구광역시 달서구 이곡동","1330","1330","0000","성서푸른마을","전세","115.4600","202603","01","19,500","0","14","1997","선원로 137","202605~202805","신규","-","","","아파트"
"9367","대구광역시 북구 복현동","713","0713","0000","e편한세상복현","월세","59.9707","202603","01","1,000","110","10","2021","동북로 247","202603~202803","신규","-","","","아파트"
"9368","대구광역시 북구 복현동","694","0694","0000","복현푸르지오","월세","84.9989","202603","01","2,000","95","14","2013","동북로 345","202603~202803","신규","-","","","아파트"
"9369","대구광역시 수성구 만촌동","775","0775","0000","만촌우방팔레스","월세","119.0280","202603","01","3,000","130","3","2005","청수로 551","202603~202803","신규","-","","","아파트"
"9370","대구광역시 서구 내당동","2353","2353","0000","반고개역푸르지오","전세","84.8747","202603","01","30,000","0","18","2024","큰장로7길 11","202604~202804","신규","-","","","아파트"
"9371","대구광역시 서구 내당동","308-11","0308","0011","삼익뉴타운","전세","46.2100","202603","01","9,000","0","1","1980","평리로 236","202603~202803","신규","-","","","아파트"
"9372","대구광역시 서구 내당동","3326","3326","0000","두류스타힐스","월세","84.9116","202603","01","2,000","125","25","2025","서대구로 20","202603~202803","신규","-","","","아파트"
"9373","대구광역시 서구 내당동","308-11","0308","0011","삼익뉴타운","월세","46.2100","202603","01","500","40","6","1980","평리로 236","202603~202803","신규","-","","","아파트"
"9374","대구광역시 서구 내당동","3333","3333","0000","두류역자이","월세","84.9723","202603","01","2,000","140","45","2025","달구벌대로 1769-7","202603~202803","신규","-","","","아파트"
"9375","대구광역시 동구 신암동","1870","1870","0000","해링턴플레이스동대구","월세","59.9469","202603","01","2,000","95","13","2024","경대로 126","202606~202806","신규","-","","","아파트"
"9376","대구광역시 달서구 유천동","597","0597","0000","진천역AK그랑폴리스","전세","59.9702","202603","01","24,000","0","23","2013","월배로11길 33","202604~202804","갱신","사용","24,000","0","아파트"
"9377","대구광역시 달서구 송현동","1911","1911","0000","월성","전세","46.8200","202603","01","6,000","0","1","1981","송현로16길 43","202603~202810","신규","-","","","아파트"
"9378","대구광역시 달서구 유천동","605","0605","0000","현대아이파크","월세","84.9701","202603","01","3,000","113","25","2015","조암남로 182","202603~202802","갱신","-","3,000","100","아파트"
"9379","대구광역시 달성군 다사읍 매곡리","1578","1578","0000","힐스테이트다사역","전세","84.9996","202603","01","30,000","0","25","2022","매곡로12길 22","202604~202804","신규","-","","","아파트"
"9380","대구광역시 달성군 옥포읍 교항리","2984","2984","0000","옥포지구서한이다음","월세","59.9900","202603","01","1,000","60","9","2020","돌미로6길 5","202603~202803","신규","-","","","아파트"
"9381","대구광역시 달성군 논공읍 남리","635","0635","0000","논공주공","월세","59.9900","202603","01","500","45","3","1997","남리길 48","202603~202703","신규","-","","","아파트"
"9382","대구광역시 달서구 월성동","277","0277","0000","월성보성2","전세","108.3400","202603","01","19,000","0","15","1991","학산로7길 27","202603~202803","신규","-","","","아파트"
"9383","대구광역시 달성군 구지면 응암리","1251","1251","0000","대구국가산단반도유보라아이비파크2","월세","74.9638","202603","01","5,000","40","24","2020","국가산단북로60길 59","202603~202803","신규","-","","","아파트"
"9384","대구광역시 달서구 월성동","1863","1863","0000","월성협성휴포레","전세","69.9551","202603","01","26,000","0","12","2016","조암로10길 11","202604~202804","신규","-","","","아파트"
"9385","대구광역시 달서구 월성동","536","0536","0000","월성e-편한세상","월세","84.9796","202603","01","3,000","130","22","2009","조암남로 10","202605~202805","신규","-","","","아파트"
"9386","대구광역시 달성군 논공읍 금포리","2506","2506","0000","우신미가뷰아파트","월세","84.8571","202603","01","1,000","60","2","2018","금포로 75-20","202604~202804","신규","-","","","아파트"
"9387","대구광역시 달서구 본동","1207","1207","0000","빌리브라디체","전세","84.9909","202603","01","30,000","0","26","2025","구마로 100","202603~202803","신규","-","","","아파트"
"9388","대구광역시 달성군 다사읍 죽곡리","876","0876","0000","협성휴포레 죽곡","월세","84.9574","202603","01","2,000","110","20","2018","달구벌대로174길 50","202604~202804","신규","-","","","아파트"
"9389","대구광역시 달성군 다사읍 죽곡리","876","0876","0000","협성휴포레 죽곡","월세","64.9092","202603","01","2,000","85","17","2018","달구벌대로174길 50","202603~202802","신규","-","","","아파트"
"9390","대구광역시 달성군 유가읍 봉리","622","0622","0000","힐데스하임아파트","월세","70.2296","202602","28","1,000","78","19","2015","테크노북로9길 42","202603~202802","신규","-","","","아파트"
"9391","대구광역시 달서구 대천동","1042","1042","0000","월배삼정그린코아포레스트","전세","84.5453","202602","28","37,000","0","11","2021","조암남로32길 40","202606~202806","신규","-","","","아파트"
"9392","대구광역시 달성군 다사읍 매곡리","622","0622","0000","다사한일유앤아이","전세","84.8600","202602","28","17,000","0","16","2009","매곡로4길 9","202605~202805","신규","-","","","아파트"
"9393","대구광역시 달서구 본동","1207","1207","0000","빌리브라디체","전세","84.9874","202602","28","28,000","0","16","2025","구마로 100","202605~202805","신규","-","","","아파트"
"9394","대구광역시 중구 대봉동","60-10","0060","0010","센트로팰리스","전세","179.4630","202602","28","64,000","0","28","2007","대봉로 260","202604~202804","신규","-","","","아파트"
"9395","대구광역시 달서구 대곡동","1034","1034","0000","대곡역화성파크드림위드","월세","59.8213","202602","28","2,000","83","18","2012","비슬로 2734","202605~202805","신규","-","","","아파트"
"9396","대구광역시 달성군 유가읍 봉리","601","0601","0000","하나리움퀸즈파크","월세","59.8767","202602","28","1,000","65","16","2015","테크노북로 164","202603~202803","신규","-","","","아파트"
"9397","대구광역시 달성군 유가읍 봉리","603","0603","0000","진아리채","전세","84.9495","202602","28","18,900","0","15","2016","테크노대로5길 79","202603~202803","갱신","사용","18,000","0","아파트"
"9398","대구광역시 달성군 옥포읍 교항리","2892","2892","0000","옥포이진캐스빌8단지","월세","74.9979","202602","28","2,000","60","7","2017","비슬로 2001","202603~202803","갱신","-","2,000","58","아파트"
"9399","대구광역시 달성군 다사읍 죽곡리","814","0814","0000","대실역태왕아너스","월세","59.8408","202602","28","2,000","90","16","2017","대실역남로 11","202604~202804","신규","-","","","아파트"
"9400","대구광역시 달성군 다사읍 세천리","1703-1","1703","0001","제일풍경채 프라임","전세","84.9291","202602","28","20,000","0","25","2017","세천남로 35","202604~202804","신규","-","","","아파트"
"9401","대구광역시 달성군 다사읍 세천리","1703-1","1703","0001","제일풍경채 프라임","월세","59.9673","202602","28","0","50","16","2017","세천남로 35","202603~202802","신규","-","","","아파트"
"9402","대구광역시 달성군 화원읍 천내리","118","0118","0000","화원창신맨션","월세","80.7600","202602","28","1,000","50","3","1990","화원로 36","202603~202803","신규","-","","","아파트"
"9403","대구광역시 달성군 다사읍 서재리","1131","1131","0000","에코폴리스동화아이위시3차","월세","62.4630","202602","28","1,000","75","4","2017","서재로7길 25","202604~202803","신규","-","","","아파트"
"9404","대구광역시 달성군 다사읍 서재리","1134","1134","0000","메가시티태왕아너스","전세","114.0731","202602","28","26,000","0","11","2022","궁산2길 12","202604~202803","갱신","-","26,000","0","아파트"
"9405","대구광역시 달성군 다사읍 죽곡리","870","0870","0000","죽곡 한신 휴 플러스","월세","84.9700","202602","28","2,000","110","10","2016","대실역남로 50","202604~202804","신규","-","","","아파트"
"9406","대구광역시 중구 대봉동","783","0783","0000","대봉서한이다음","월세","67.5693","202602","28","2,000","105","17","2024","명덕로 241","202602~202802","신규","-","","","아파트"
"9407","대구광역시 달성군 구지면 응암리","1178","1178","0000","달성화성파크드림","월세","84.6422","202602","28","1,000","55","9","2011","과학마을로2길 6","202604~202804","신규","-","","","아파트"
"9408","대구광역시 달성군 구지면 응암리","1178","1178","0000","달성화성파크드림","월세","84.6422","202602","28","1,000","55","9","2011","과학마을로2길 6","202604~202804","신규","-","","","아파트"
"9409","대구광역시 달성군 화원읍 천내리","346","0346","0000","화원한샘타운","월세","59.5350","202602","28","1,000","45","9","2000","사문진로6길 17","202603~202803","신규","-","","","아파트"
"9410","대구광역시 달성군 다사읍 죽곡리","870","0870","0000","죽곡 한신 휴 플러스","전세","84.9800","202602","28","27,500","0","17","2016","대실역남로 50","202604~202804","신규","-","","","아파트"
"9411","대구광역시 달성군 다사읍 죽곡리","822","0822","0000","죽곡푸르지오2단지","전세","84.6141","202602","28","28,000","0","17","2012","대실역남로 93","202603~202803","신규","-","","","아파트"
"9412","대구광역시 달성군 옥포읍 본리리","2590","2590","0000","미진이지비아","월세","59.9907","202602","28","1,000","55","4","2017","비슬로447길 56","202604~202804","신규","-","","","아파트"
"9413","대구광역시 달서구 본동","1207","1207","0000","빌리브라디체","전세","105.9161","202602","28","35,000","0","15","2025","구마로 100","202603~202803","신규","-","","","아파트"
"9414","대구광역시 달성군 구지면 창리","1354","1354","0000","대구국가산단영무예다음","월세","67.9413","202602","28","1,000","55","11","2020","국가산단서로84길 118","202603~202708","신규","-","","","아파트"
"9415","대구광역시 달성군 화원읍 구라리","1687","1687","0000","화원삼우청솔","전세","59.9700","202602","28","12,500","0","12","1997","비슬로539길 17","202605~202805","신규","-","","","아파트"
"9416","대구광역시 달성군 유가읍 봉리","603","0603","0000","진아리채","전세","84.9495","202602","28","18,900","0","15","2016","테크노대로5길 79","202603~202803","갱신","사용","18,000","0","아파트"
"9417","대구광역시 중구 대봉동","60-10","0060","0010","센트로팰리스","전세","179.4630","202602","28","53,000","0","8","2007","대봉로 260","202604~202804","신규","-","","","아파트"
"9418","대구광역시 동구 신천동","621","0621","0000","신천역센트럴리버파크","전세","59.9100","202602","28","20,000","0","2","2011","동부로 26","202604~202804","신규","-","","","아파트"
"9419","대구광역시 동구 대림동","885","0885","0000","대구혁신도시서한이다음3차","전세","78.8497","202602","28","20,000","0","9","2016","혁신대로 443","202604~202804","신규","-","","","아파트"
"9420","대구광역시 중구 태평로2가","41","0041","0000","힐스테이트대구역","전세","84.9929","202602","28","29,400","0","5","2023","태평로28길 13","202603~202803","갱신","사용","28,000","0","아파트"
"9421","대구광역시 중구 도원동","9","0009","0000","힐스테이트도원센트럴","월세","84.9900","202602","28","3,000","105","4","2024","태평로 50","202605~202805","갱신","사용","3,000","100","아파트"
"9422","대구광역시 수성구 만촌동","1479","1479","0000","만촌3차화성파크드림","월세","107.0279","202602","28","20,000","200","11","2016","교학로 13","202604~202804","신규","-","","","아파트"
"9423","대구광역시 수성구 황금동","272","0272","0000","신천지타운","월세","84.9950","202602","28","1,000","100","3","1991","청호로46길 16","202603~202803","신규","-","","","아파트"
"9424","대구광역시 동구 신암동","1870","1870","0000","해링턴플레이스동대구","월세","59.9469","202602","28","2,000","100","10","2024","경대로 126","202605~202705","신규","-","","","아파트"
"9425","대구광역시 중구 동인동3가","419","0419","0000","동인태왕아너스라플란드","전세","59.4918","202602","28","24,000","0","12","2023","국채보상로151길 55","202604~202804","신규","-","","","아파트"
"9426","대구광역시 수성구 두산동","113","0113","0000","수성SK리더스뷰","월세","110.6088","202602","28","6,000","260","16","2010","동대구로 95","202603~202803","신규","-","","","아파트"
"9427","대구광역시 북구 구암동","789","0789","0000","부영5차","월세","59.8488","202602","28","1,000","63","16","2003","대천로 132","202603~202803","신규","-","","","아파트"
"9428","대구광역시 중구 동인동3가","419","0419","0000","동인태왕아너스라플란드","전세","59.4918","202602","28","24,000","0","12","2023","국채보상로151길 55","-","-","-","","","아파트"
"9429","대구광역시 달서구 두류동","2348","2348","0000","두류파크KCC스위첸","월세","84.9600","202602","28","3,000","100","8","2023","파도고개로 70","202603~202803","신규","-","","","아파트"
"9430","대구광역시 달서구 두류동","486-2","0486","0002","삼정그린빌","월세","44.3122","202602","28","1,000","60","1","2002","야외음악당로39길 54","202603~202803","신규","-","","","아파트"
"9431","대구광역시 북구 구암동","786","0786","0000","그린빌3차","월세","49.7100","202602","28","1,000","55","13","2000","구암서로 41","202603~202803","신규","-","","","아파트"
"9432","대구광역시 수성구 황금동","365","0365","0000","캐슬골드파크3단지","월세","116.8200","202602","28","3,000","145","7","2006","청수로 257","202603~202803","신규","-","","","아파트"
"9433","대구광역시 남구 이천동","1177","1177","0000","대봉교역태왕아너스","전세","59.9981","202602","28","14,000","0","9","2023","대봉로30길 15","202603~202703","갱신","-","14,000","0","아파트"
"9434","대구광역시 수성구 두산동","105","0105","0000","대우트럼프월드수성","월세","125.0000","202602","28","5,000","200","36","2007","동대구로 59","202604~202804","신규","-","","","아파트"
"9435","대구광역시 북구 복현동","76-1","0076","0001","현대맨션","전세","84.9750","202602","28","13,000","0","15","1992","복현로 115","202603~202611","갱신","-","13,000","0","아파트"
"9436","대구광역시 달서구 감삼동","704","0704","0000","죽전역동화아이위시","전세","84.4714","202602","28","32,000","0","32","2022","와룡로 123","202606~202806","신규","-","","","아파트"
"9437","대구광역시 수성구 지산동","1273","1273","0000","협화맨션","월세","84.7600","202602","28","2,000","70","7","1991","지범로22길 23","202603~202803","신규","-","","","아파트"
"9438","대구광역시 달서구 용산동","230-10","0230","0010","용산롯데캐슬","월세","84.7300","202602","28","3,000","95","5","2004","장산남로 33","202604~202804","신규","-","","","아파트"
"9439","대구광역시 달서구 용산동","997","0997","0000","용산자이","전세","84.9956","202602","28","40,000","0","39","2024","달구벌대로 1515","202605~202805","신규","-","","","아파트"
"9440","대구광역시 북구 태전동","936-1","0936","0001","한신중앙","월세","47.2500","202602","28","1,000","40","7","1993","영송로 85","202603~202803","신규","-","","","아파트"
"9441","대구광역시 북구 태전동","1244","1244","0000","대구태전역광신프로그레스","월세","84.9687","202602","28","2,000","100","9","2023","태전로7길 34","202603~202802","갱신","-","2,000","95","아파트"
"9442","대구광역시 동구 지묘동","1386","1386","0000","LH뉴웰시티","월세","59.9900","202602","28","2,000","70","12","2021","동화천로77길 30","202602~202802","갱신","사용","2,000","70","아파트"
"9443","대구광역시 동구 지묘동","327","0327","0000","팔공보성타운2","월세","47.0300","202602","28","500","45","13","1995","팔공로101길 55","202603~202703","신규","-","","","아파트"
"9444","대구광역시 북구 태전동","1212","1212","0000","매천역더뉴클래스","전세","49.4627","202602","28","15,000","0","11","2017","학정로 17-26","202605~202805","신규","-","","","아파트"
"9445","대구광역시 동구 불로동","962","0962","0000","불로서한이다음","전세","84.0100","202602","28","25,200","0","3","2016","공항로 148","202603~202701","갱신","-","25,200","0","아파트"
"9446","대구광역시 북구 복현동","198","0198","0000","장미","월세","48.9200","202602","28","500","35","1","1980","공항로 31","202603~202803","신규","-","","","아파트"
